"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Staphylococcus_aureus_subsp_aureus_strain1","Staphylococcus_aureus_subsp_aureus_strain2"
"group_798","","hypothetical protein","2","2","1","16","654","","","","656","656","656","EFOPJNHM_02374","MMPIJKCK_01590"
"tarD","","Glycerol-3-phosphate cytidylyltransferase","2","2","1","16","1523","","","","398","398","398","EFOPJNHM_00616","MMPIJKCK_00129"
"polX","","DNA polymerase/3'-5' exonuclease PolX","2","2","1","16","58","","","","1286","1712","1499","EFOPJNHM_01036","MMPIJKCK_00595"
"aldA","","Putative aldehyde dehydrogenase AldA","2","2","1","16","1049","","","","1487","1487","1487","EFOPJNHM_00142","MMPIJKCK_01966"
"group_801","","Antibacterial protein 3","2","2","1","16","27","","","","134","134","134","EFOPJNHM_01066","MMPIJKCK_00625"
"group_802","","hypothetical protein","2","2","1","16","1545","","","","1007","1007","1007","EFOPJNHM_00638","MMPIJKCK_00151"
"walR","","Transcriptional regulatory protein WalR","2","2","1","16","947","","","","701","701","701","EFOPJNHM_00020","MMPIJKCK_01874"
"degA","","HTH-type transcriptional regulator DegA","2","2","1","16","1156","","","","998","998","998","EFOPJNHM_00246","MMPIJKCK_02061"
"pyrH","","Uridylate kinase","2","2","1","16","2127","","","","722","722","722","EFOPJNHM_01150","MMPIJKCK_00705"
"group_806","","3-hexulose-6-phosphate synthase","2","2","1","16","1447","","","","632","632","632","EFOPJNHM_00538","MMPIJKCK_00052"
"glpT","","Glycerol-3-phosphate transporter","2","2","1","16","1227","","","","1358","1358","1358","EFOPJNHM_00311","MMPIJKCK_02134"
"arlS","","Signal transduction histidine-protein kinase ArlS","2","2","1","16","2288","","","","1355","1355","1355","EFOPJNHM_01309","MMPIJKCK_00865"
"clpP_1","","ATP-dependent Clp protease proteolytic subunit","2","2","1","16","1648","","","","587","587","587","EFOPJNHM_00743","MMPIJKCK_00255"
"group_81","","hypothetical protein","2","2","1","16","42","","","","185","185","185","EFOPJNHM_01051","MMPIJKCK_00610"
"nasE","","Assimilatory nitrite reductase [NAD(P)H] small subunit","2","2","1","16","617","","","","314","314","314","EFOPJNHM_02337","MMPIJKCK_01553"
"capD","","UDP-glucose 4-epimerase","2","2","1","16","1035","","","","1028","1028","1028","EFOPJNHM_00128","MMPIJKCK_01952"
"rpsE","","30S ribosomal protein S5","2","2","1","16","454","","","","500","500","500","EFOPJNHM_02175","MMPIJKCK_01394"
"group_813","","Putative phosphatase","2","2","1","16","2209","","","","803","803","803","EFOPJNHM_01228","MMPIJKCK_00786"
"qoxB","","putative quinol oxidase subunit 1","2","2","1","16","138","","","","1988","1988","1988","EFOPJNHM_00956","MMPIJKCK_00516"
"group_815","","hypothetical protein","2","2","1","16","2203","","","","854","854","854","EFOPJNHM_01222","MMPIJKCK_00780"
"group_816","","hypothetical protein","2","2","1","16","832","","","","536","536","536","EFOPJNHM_02548","MMPIJKCK_01757"
"zwf","","Glucose-6-phosphate 1-dehydrogenase","2","2","1","16","2049","","","","1484","1484","1484","EFOPJNHM_01461","MMPIJKCK_00955"
"yjbI","","Group 2 truncated hemoglobin YjbI","2","2","1","16","192","","","","365","365","365","EFOPJNHM_00897","MMPIJKCK_00459"
"pdhD","","Dihydrolipoyl dehydrogenase","2","2","1","16","103","","","","1406","1406","1406","EFOPJNHM_00991","MMPIJKCK_00551"
"divIB","","Cell division protein DivIB","2","2","1","16","17","","","","1319","1319","1319","EFOPJNHM_01077","MMPIJKCK_00635"
"salL","","Adenosyl-chloride synthase","2","2","1","16","903","","","","848","848","848","EFOPJNHM_02619","MMPIJKCK_01828"
"group_821","","hypothetical protein","2","2","1","16","1487","","","","506","506","506","EFOPJNHM_00580","MMPIJKCK_00094"
"hisC_3","","Histidinol-phosphate aminotransferase","2","2","1","16","2585","","","","1286","1286","1286","EFOPJNHM_01906","MMPIJKCK_02337"
"group_823","","Putative TrmH family tRNA/rRNA methyltransferase","2","2","1","16","1408","","","","746","746","746","EFOPJNHM_00500","MMPIJKCK_00015"
"yacL","","putative PIN and TRAM-domain containing protein YacL","2","2","1","16","1403","","","","1073","1073","1073","EFOPJNHM_00495","MMPIJKCK_00010"
"cshA","","DEAD-box ATP-dependent RNA helicase CshA","2","2","1","16","313","","","","1520","1520","1520","EFOPJNHM_02031","MMPIJKCK_02525"
"yqfL","","Putative pyruvate, phosphate dikinase regulatory protein","2","2","1","16","1992","","","","818","818","818","EFOPJNHM_01517","MMPIJKCK_01017"
"group_827","","hypothetical protein","2","2","1","16","1502","","","","224","224","224","EFOPJNHM_00595","MMPIJKCK_00108"
"nrdI","","Protein NrdI","2","2","1","16","1610","","","","398","398","398","EFOPJNHM_00704","MMPIJKCK_00216"
"fapR","","Transcription factor FapR","2","2","1","16","2099","","","","557","557","557","EFOPJNHM_01120","MMPIJKCK_00677"
"catE_1","","hypothetical protein","2","2","1","16","7","","","","347","797","572","EFOPJNHM_01087","MMPIJKCK_02647"
"mnhD1_2","","Na(+)/H(+) antiporter subunit D1","2","2","1","16","2812","","","","1496","1496","1496","EFOPJNHM_00845","MMPIJKCK_00407"
"group_831","","hypothetical protein","2","2","1","16","527","","","","473","473","473","EFOPJNHM_02248","MMPIJKCK_01467"
"mnhG1","","Na(+)/H(+) antiporter subunit G1","2","2","1","16","2809","","","","356","356","356","EFOPJNHM_00842","MMPIJKCK_00404"
"group_833","","hypothetical protein","2","2","1","16","2187","","","","269","269","269","EFOPJNHM_01209","MMPIJKCK_00765"
"yjjP","","Inner membrane protein YjjP","2","2","1","16","1625","","","","761","761","761","EFOPJNHM_00719","MMPIJKCK_00231"
"hit","","Protein hit","2","2","1","16","2482","","","","422","422","422","EFOPJNHM_01777","MMPIJKCK_01284"
"ftsZ","","Cell division protein FtsZ","2","2","1","16","15","","","","1172","1172","1172","EFOPJNHM_01079","MMPIJKCK_00637"
"murC","","UDP-N-acetylmuramate--L-alanine ligase","2","2","1","16","1827","","","","1313","1313","1313","EFOPJNHM_01680","MMPIJKCK_01181"
"purR","","Pur operon repressor","2","2","1","16","1372","","","","824","824","824","EFOPJNHM_00448","MMPIJKCK_02560"
"rbfA","","Ribosome-binding factor A","2","2","1","16","2139","","","","350","350","350","EFOPJNHM_01162","MMPIJKCK_00717"
"phaB","","Acetoacetyl-CoA reductase","2","2","1","16","2149","","","","704","704","704","EFOPJNHM_01172","MMPIJKCK_00727"
"scn_3","","Staphylococcal complement inhibitor","2","2","1","16","2589","","","","350","350","350","EFOPJNHM_01910","MMPIJKCK_02340"
"group_841","","hypothetical protein","2","2","1","16","117","","","","542","542","542","EFOPJNHM_00977","MMPIJKCK_00537"
"group_842","","hypothetical protein","2","2","1","16","2011","","","","1070","1070","1070","EFOPJNHM_01498","MMPIJKCK_00998"
"rocD2_2","","Ornithine aminotransferase 2","2","2","1","16","2820","","","","1190","1190","1190","EFOPJNHM_00853","MMPIJKCK_00415"
"glnA","","Glutamine synthetase","2","2","1","16","2177","","","","1340","1340","1340","EFOPJNHM_01200","MMPIJKCK_00755"
"group_845","","hypothetical protein","2","2","1","16","1501","","","","929","929","929","EFOPJNHM_00594","MMPIJKCK_00107"
"group_846","","D-arabitol-phosphate dehydrogenase","2","2","1","16","1133","","","","1055","1055","1055","EFOPJNHM_00223","MMPIJKCK_02038"
"nnrD","","ADP-dependent (S)-NAD(P)H-hydrate dehydratase","2","2","1","16","936","","","","812","812","812","EFOPJNHM_00007","MMPIJKCK_01861"
"sigA","","RNA polymerase sigma factor SigA","2","2","1","16","1994","","","","1106","1106","1106","EFOPJNHM_01515","MMPIJKCK_01015"
"group_849","","hypothetical protein","2","2","1","16","1907","","","","473","473","473","EFOPJNHM_01601","MMPIJKCK_01102"
"group_85","","hypothetical protein","2","2","1","16","2179","","","","206","212","209","EFOPJNHM_01202","MMPIJKCK_00757"
"group_850","","Putative multidrug export ATP-binding/permease protein","2","2","1","16","2509","","","","1736","1736","1736","EFOPJNHM_01836","MMPIJKCK_02253"
"ykoE","","Putative HMP/thiamine permease protein YkoE","2","2","1","16","121","","","","575","575","575","EFOPJNHM_00973","MMPIJKCK_00533"
"recQ_1","","ATP-dependent DNA helicase RecQ","2","2","1","16","1601","","","","1781","1781","1781","EFOPJNHM_00694","MMPIJKCK_00207"
"rplW","","50S ribosomal protein L23","2","2","1","16","469","","","","275","275","275","EFOPJNHM_02190","MMPIJKCK_01409"
"group_854","","hypothetical protein","2","2","1","16","107","","","","626","626","626","EFOPJNHM_00987","MMPIJKCK_00547"
"group_855","","hypothetical protein","2","2","1","16","38","","","","197","197","197","EFOPJNHM_01055","MMPIJKCK_00614"
"group_856","","hypothetical protein","2","2","1","16","1061","","","","644","644","644","EFOPJNHM_00154","MMPIJKCK_01978"
"group_857","","hypothetical protein","2","2","1","16","2304","","","","1124","1124","1124","EFOPJNHM_01324","MMPIJKCK_00880"
"group_858","","hypothetical protein","2","2","1","16","789","","","","587","587","587","EFOPJNHM_02505","MMPIJKCK_01714"
"panC","","Pantothenate synthetase","2","2","1","16","814","","","","851","851","851","EFOPJNHM_02530","MMPIJKCK_01739"
"group_86","","hypothetical protein","2","2","1","16","2182","","","","104","104","104","EFOPJNHM_01204","MMPIJKCK_00760"
"glyQS","","Glycine--tRNA ligase","2","2","1","16","1990","","","","1391","1391","1391","EFOPJNHM_01519","MMPIJKCK_01019"
"sufC","","Vegetative protein 296","2","2","1","16","1715","","","","761","761","761","EFOPJNHM_00810","MMPIJKCK_00305"
"bioY","","Biotin transporter BioY","2","2","1","16","502","","","","554","554","554","EFOPJNHM_02223","MMPIJKCK_01442"
"opuD_1","","Glycine betaine transporter OpuD","2","2","1","16","2226","","","","1646","1646","1646","EFOPJNHM_01245","MMPIJKCK_00803"
"rplGA","","putative ribosomal protein YlxQ","2","2","1","16","2137","","","","317","317","317","EFOPJNHM_01160","MMPIJKCK_00715"
"mrpF","","Na(+)/H(+) antiporter subunit F","2","2","1","16","1510","","","","302","302","302","EFOPJNHM_00603","MMPIJKCK_00116"
"nadK","","NAD kinase","2","2","1","16","188","","","","809","809","809","EFOPJNHM_00901","MMPIJKCK_00463"
"group_867","","hypothetical protein","2","2","1","16","1631","","","","674","674","674","EFOPJNHM_00725","MMPIJKCK_00237"
"mrpB","","Na(+)/H(+) antiporter subunit B","2","2","1","16","1506","","","","425","425","425","EFOPJNHM_00599","MMPIJKCK_00112"
"group_869","","hypothetical protein","2","2","1","16","2593","","","","254","254","254","EFOPJNHM_01914","MMPIJKCK_02344"
"group_87","","hypothetical protein","2","2","1","16","2184","","","","434","704","569","EFOPJNHM_01206","MMPIJKCK_00762"
"acnA","","Aconitate hydratase A","2","2","1","16","2227","","","","2705","2705","2705","EFOPJNHM_01246","MMPIJKCK_00804"
"cpdA_2","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","2","2","1","16","655","","","","806","806","806","EFOPJNHM_02375","MMPIJKCK_01591"
"group_872","","hypothetical protein","2","2","1","16","212","","","","185","185","185","EFOPJNHM_00877","MMPIJKCK_00439"
"mdrP","","Na(+), Li(+), K(+)/H(+) antiporter","2","2","1","16","1059","","","","1250","1250","1250","EFOPJNHM_00152","MMPIJKCK_01976"
"group_874","","putative autolysin LDP","2","2","1","16","1635","","","","839","839","839","EFOPJNHM_00729","MMPIJKCK_00241"
"phoU","","Phosphate-specific transport system accessory protein PhoU","2","2","1","16","2260","","","","641","641","641","EFOPJNHM_01280","MMPIJKCK_00837"
"cysE","","Serine acetyltransferase","2","2","1","16","1405","","","","680","680","680","EFOPJNHM_00497","MMPIJKCK_00012"
"esaB","","Type VII secretion system accessory factor EsaB","2","2","1","16","1170","","","","242","242","242","EFOPJNHM_00259","MMPIJKCK_02077"
"tarL","","Teichoic acid ribitol-phosphate polymerase TarL","2","2","1","16","1142","","","","1688","1688","1688","EFOPJNHM_00232","MMPIJKCK_02047"
"ureE","","Urease accessory protein UreE","2","2","1","16","510","","","","452","452","452","EFOPJNHM_02231","MMPIJKCK_01450"
"cls_1","","Cardiolipin synthase","2","2","1","16","2196","","","","1481","1517","1499","EFOPJNHM_01215","MMPIJKCK_00773"
"group_880","pnp_2","Polyribonucleotide nucleotidyltransferase","2","2","1","16","2143","","","","2096","2096","2096","EFOPJNHM_01166","MMPIJKCK_00721"
"rihB","","Pyrimidine-specific ribonucleoside hydrolase RihB","2","2","1","16","503","","","","941","941","941","EFOPJNHM_02224","MMPIJKCK_01443"
"nrnA","","Bifunctional oligoribonuclease and PAP phosphatase NrnA","2","2","1","16","1862","","","","941","941","941","EFOPJNHM_01645","MMPIJKCK_01146"
"gapA2","","Glyceraldehyde-3-phosphate dehydrogenase 2","2","2","1","16","1879","","","","1025","1025","1025","EFOPJNHM_01628","MMPIJKCK_01130"
"yfnB","","Putative HAD-hydrolase YfnB","2","2","1","16","25","","","","686","686","686","EFOPJNHM_01068","MMPIJKCK_00627"
"mazE","","Antitoxin MazE","2","2","1","16","2670","","","","170","170","170","EFOPJNHM_02020","MMPIJKCK_02535"
"hxlB","","3-hexulose-6-phosphate isomerase","2","2","1","16","1448","","","","548","548","548","EFOPJNHM_00539","MMPIJKCK_00053"
"group_887","","hypothetical protein","2","2","1","16","329","","","","440","440","440","EFOPJNHM_02047","MMPIJKCK_02509"
"garK_1","","Glycerate 2-kinase","2","2","1","16","1622","","","","1124","1124","1124","EFOPJNHM_00716","MMPIJKCK_00228"
"hutU","","Urocanate hydratase","2","2","1","16","550","","","","1661","1661","1661","EFOPJNHM_02271","MMPIJKCK_01489"
"group_89","","hypothetical protein","2","2","1","16","2201","","","","188","188","188","EFOPJNHM_01220","MMPIJKCK_00778"
"saeR","","Response regulator SaeR","2","2","1","16","1587","","","","686","686","686","EFOPJNHM_00680","MMPIJKCK_00193"
"group_891","","hypothetical protein","2","2","1","16","2596","","","","374","374","374","EFOPJNHM_01916","MMPIJKCK_02347"
"group_892","","hypothetical protein","2","2","1","16","2042","","","","92","92","92","EFOPJNHM_01468","MMPIJKCK_00969"
"group_893","","hypothetical protein","2","2","1","16","2519","","","","161","161","161","EFOPJNHM_01846","MMPIJKCK_02263"
"fpgS","","Folylpolyglutamate synthase","2","2","1","16","1902","","","","1271","1271","1271","EFOPJNHM_01605","MMPIJKCK_01107"
"group_895","","hypothetical protein","2","2","1","16","2789","","","","383","383","383","EFOPJNHM_00822","MMPIJKCK_00384"
"wbjC","","UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase","2","2","1","16","1036","","","","1109","1109","1109","EFOPJNHM_00129","MMPIJKCK_01953"
"yoeB","","Toxin YoeB","2","2","1","16","625","","","","266","266","266","EFOPJNHM_02345","MMPIJKCK_01561"
"recU","","Holliday junction resolvase RecU","2","2","1","16","2327","","","","626","626","626","EFOPJNHM_01343","MMPIJKCK_00902"
"divIC","","Cell division protein DivIC","2","2","1","16","1383","","","","392","392","392","EFOPJNHM_00459","MMPIJKCK_02570"
"group_90","","hypothetical protein","2","2","1","16","2216","","","","863","863","863","EFOPJNHM_01235","MMPIJKCK_00793"
"group_900","","hypothetical protein","2","2","1","16","209","","","","371","371","371","EFOPJNHM_00880","MMPIJKCK_00442"
"group_901","","hypothetical protein","2","2","1","16","1123","","","","356","356","356","EFOPJNHM_00213","MMPIJKCK_02028"
"cspA_1","","Cold shock protein CspA","2","2","1","16","1689","","","","200","200","200","EFOPJNHM_00784","MMPIJKCK_00279"
"group_903","est_2","Carboxylesterase","2","2","1","16","1334","","","","734","734","734","EFOPJNHM_00406","MMPIJKCK_02225"
"putB","","Proline dehydrogenase 2","2","2","1","16","1803","","","","1001","1001","1001","EFOPJNHM_01704","MMPIJKCK_01207"
"arcD","","Arginine/ornithine antiporter","2","2","1","16","851","","","","1430","1430","1430","EFOPJNHM_02567","MMPIJKCK_01776"
"IMPDH","","Inosine-5'-monophosphate dehydrogenase","2","2","1","16","1861","","","","1298","1298","1298","EFOPJNHM_01646","MMPIJKCK_01147"
"group_907","","hypothetical protein","2","2","1","16","2150","","","","827","827","827","EFOPJNHM_01173","MMPIJKCK_00728"
"gnd","","6-phosphogluconate dehydrogenase, decarboxylating","2","2","1","16","2044","","","","1406","1406","1406","EFOPJNHM_01466","MMPIJKCK_00967"
"gloB_2","","Hydroxyacylglutathione hydrolase","2","2","1","16","961","","","","1334","1334","1334","EFOPJNHM_00057","MMPIJKCK_01888"
"group_91","","hypothetical protein","2","2","1","16","2218","","","","236","236","236","EFOPJNHM_01237","MMPIJKCK_00795"
"rpsL","","30S ribosomal protein S12","2","2","1","16","1421","","","","413","413","413","EFOPJNHM_00513","MMPIJKCK_00028"
"glpP","","Glycerol uptake operon antiterminator regulatory protein","2","2","1","16","2166","","","","533","533","533","EFOPJNHM_01189","MMPIJKCK_00744"
"yccX","","Acylphosphatase","2","2","1","16","2278","","","","269","269","269","EFOPJNHM_01298","MMPIJKCK_00855"
"noc","","Nucleoid occlusion protein","2","2","1","16","924","","","","839","839","839","EFOPJNHM_02640","MMPIJKCK_01849"
"mcsB","","Protein-arginine kinase","2","2","1","16","1400","","","","1010","1010","1010","EFOPJNHM_00492","MMPIJKCK_00007"
"group_915","","hypothetical protein","2","2","1","16","1806","","","","563","563","563","EFOPJNHM_01701","MMPIJKCK_01204"
"icaD","","Poly-beta-1,6-N-acetyl-D-glucosamine synthesis protein IcaD","2","2","1","16","885","","","","305","305","305","EFOPJNHM_02601","MMPIJKCK_01810"
"hprK","","HPr kinase/phosphorylase","2","2","1","16","1640","","","","932","932","932","EFOPJNHM_00734","MMPIJKCK_00246"
"dnaJ","","Chaperone protein DnaJ","2","2","1","16","1976","","","","1139","1139","1139","EFOPJNHM_01533","MMPIJKCK_01033"
"group_919","","putative protein","2","2","1","16","2518","","","","515","515","515","EFOPJNHM_01845","MMPIJKCK_02262"
"group_92","","hypothetical protein","2","2","1","16","2235","","","","506","1148","827","EFOPJNHM_01254","MMPIJKCK_00812"
"lacC_1","","Tagatose-6-phosphate kinase","2","2","1","16","1580","","","","920","920","920","EFOPJNHM_00673","MMPIJKCK_00186"
"atpA","","ATP synthase subunit alpha","2","2","1","16","336","","","","1508","1508","1508","EFOPJNHM_02054","MMPIJKCK_02502"
"group_922","","hypothetical protein","2","2","1","16","91","","","","191","191","191","EFOPJNHM_01003","MMPIJKCK_00563"
"rpmH","","50S ribosomal protein L34","2","2","1","16","929","","","","137","137","137","EFOPJNHM_02645","MMPIJKCK_01854"
"rpmI","","50S ribosomal protein L35","2","2","1","16","1886","","","","200","200","200","EFOPJNHM_01621","MMPIJKCK_01123"
"mro","","Aldose 1-epimerase","2","2","1","16","556","","","","1019","1019","1019","EFOPJNHM_02277","MMPIJKCK_01495"
"glcU_1","","putative glucose uptake protein GlcU","2","2","1","16","477","","","","863","863","863","EFOPJNHM_02198","MMPIJKCK_01417"
"ald2","","Alanine dehydrogenase 2","2","2","1","16","1857","","","","1118","1118","1118","EFOPJNHM_01650","MMPIJKCK_01151"
"moaA","","GTP 3',8-cyclase","2","2","1","16","488","","","","1022","1022","1022","EFOPJNHM_02209","MMPIJKCK_01428"
"prfA","","Peptide chain release factor 1","2","2","1","16","348","","","","1076","1076","1076","EFOPJNHM_02067","MMPIJKCK_02490"
"group_93","","hypothetical protein","2","2","1","16","2252","","","","626","767","696","EFOPJNHM_01272","MMPIJKCK_00829"
"group_930","","hypothetical protein","2","2","1","16","1842","","","","1130","1130","1130","EFOPJNHM_01665","MMPIJKCK_01166"
"sspB","","Staphopain B","2","2","1","16","150","","","","1181","1181","1181","EFOPJNHM_00944","MMPIJKCK_00504"
"glmM","","Phosphoglucosamine mutase","2","2","1","16","388","","","","1355","1355","1355","EFOPJNHM_02106","MMPIJKCK_02451"
"yqgN","","putative protein YqgN","2","2","1","16","2005","","","","593","593","593","EFOPJNHM_01504","MMPIJKCK_01004"
"group_934","","Putative pyridoxal phosphate-dependent acyltransferase","2","2","1","16","1426","","","","1187","1187","1187","EFOPJNHM_00518","MMPIJKCK_00033"
"group_935","","hypothetical protein","2","2","1","16","1364","","","","248","248","248","EFOPJNHM_00440","MMPIJKCK_02552"
"panE","","2-dehydropantoate 2-reductase","2","2","1","16","661","","","","935","935","935","EFOPJNHM_02381","MMPIJKCK_01597"
"fib","","Fibrinogen-binding protein","2","2","1","16","44","","","","497","497","497","EFOPJNHM_01049","MMPIJKCK_00608"
"rplP","","50S ribosomal protein L16","2","2","1","16","464","","","","434","434","434","EFOPJNHM_02185","MMPIJKCK_01404"
"rpmJ","","50S ribosomal protein L36","2","2","1","16","448","","","","113","113","113","EFOPJNHM_02169","MMPIJKCK_01388"
"ybiT","","putative ABC transporter ATP-binding protein YbiT","2","2","1","16","2266","","","","1226","1601","1413","EFOPJNHM_01286","MMPIJKCK_00843"
"rplX","","50S ribosomal protein L24","2","2","1","16","460","","","","317","317","317","EFOPJNHM_02181","MMPIJKCK_01400"
"ribF","","Bifunctional riboflavin kinase/FMN adenylyltransferase","2","2","1","16","2141","","","","971","971","971","EFOPJNHM_01164","MMPIJKCK_00719"
"thrC","","Threonine synthase","2","2","1","16","2207","","","","1061","1061","1061","EFOPJNHM_01226","MMPIJKCK_00784"
"trpS","","Tryptophan--tRNA ligase","2","2","1","16","198","","","","989","989","989","EFOPJNHM_00891","MMPIJKCK_00453"
"pxpA","","5-oxoprolinase subunit A","2","2","1","16","1951","","","","752","752","752","EFOPJNHM_01557","MMPIJKCK_01058"
"prfB","","Peptide chain release factor 2","2","2","1","16","1634","","","","992","992","992","EFOPJNHM_00728","MMPIJKCK_00240"
"hemA","","Glutamyl-tRNA reductase","2","2","1","16","1893","","","","1346","1346","1346","EFOPJNHM_01614","MMPIJKCK_01116"
"yodB","","HTH-type transcriptional regulator YodB","2","2","1","16","353","","","","335","335","335","EFOPJNHM_02072","MMPIJKCK_02485"
"valS","","Valine--tRNA ligase","2","2","1","16","1901","","","","2630","2630","2630","EFOPJNHM_01606","MMPIJKCK_01108"
"mtlF","","Mannitol-specific phosphotransferase enzyme IIA component","2","2","1","16","384","","","","434","434","434","EFOPJNHM_02102","MMPIJKCK_02454"
"tdcB","","L-threonine dehydratase catabolic TdcB","2","2","1","16","2316","","","","1040","1040","1040","EFOPJNHM_01332","MMPIJKCK_00891"
"spxA","","Regulatory protein Spx","2","2","1","16","197","","","","395","395","395","EFOPJNHM_00892","MMPIJKCK_00454"
"group_951","","hypothetical protein","2","2","1","16","1588","","","","473","473","473","EFOPJNHM_00681","MMPIJKCK_00194"
"group_952","","hypothetical protein","2","2","1","16","1981","","","","707","707","707","EFOPJNHM_01528","MMPIJKCK_01028"
"pgk","","Phosphoglycerate kinase","2","2","1","16","1653","","","","1190","1190","1190","EFOPJNHM_00748","MMPIJKCK_00260"
"group_954","","putative autolysin PH","2","2","1","16","2590","","","","296","296","296","EFOPJNHM_01911","MMPIJKCK_02341"
"adk","","Adenylate kinase","2","2","1","16","450","","","","647","647","647","EFOPJNHM_02171","MMPIJKCK_01390"
"nreC","","Oxygen regulatory protein NreC","2","2","1","16","609","","","","653","653","653","EFOPJNHM_02329","MMPIJKCK_01545"
"ezrA","","Septation ring formation regulator EzrA","2","2","1","16","1849","","","","1694","1694","1694","EFOPJNHM_01658","MMPIJKCK_01159"
"atl_2","","Bifunctional autolysin","2","2","1","16","1794","","","","854","854","854","EFOPJNHM_01712","MMPIJKCK_01216"
"femA_2","","Aminoacyltransferase FemA","2","2","1","16","2250","","","","1262","1262","1262","EFOPJNHM_01269","MMPIJKCK_00827"
"group_96","","hypothetical protein","2","2","1","16","2326","","","","350","401","375","EFOPJNHM_01342","MMPIJKCK_00901"
"recN","","DNA repair protein RecN","2","2","1","16","2035","","","","1679","1679","1679","EFOPJNHM_01475","MMPIJKCK_00976"
"lspA","","Lipoprotein signal peptidase","2","2","1","16","2067","","","","491","491","491","EFOPJNHM_01088","MMPIJKCK_00645"
"group_962","","hypothetical protein","2","2","1","16","812","","","","596","596","596","EFOPJNHM_02528","MMPIJKCK_01737"
"group_963","","hypothetical protein","2","2","1","16","2293","","","","509","509","509","EFOPJNHM_01313","MMPIJKCK_00870"
"ytkD","","Putative 8-oxo-dGTP diphosphatase YtkD","2","2","1","16","1779","","","","479","479","479","EFOPJNHM_01727","MMPIJKCK_01231"
"group_965","","hypothetical protein","2","2","1","16","114","","","","233","233","233","EFOPJNHM_00980","MMPIJKCK_00540"
"mrcA","","Penicillin-binding protein 1A","2","2","1","16","1837","","","","905","905","905","EFOPJNHM_01670","MMPIJKCK_01171"
"femA_3","","Aminoacyltransferase FemA","2","2","1","16","629","","","","1250","1250","1250","EFOPJNHM_02349","MMPIJKCK_01565"
"group_968","","hypothetical protein","2","2","1","16","2263","","","","926","926","926","EFOPJNHM_01283","MMPIJKCK_00840"
"group_969","","hypothetical protein","2","2","1","16","166","","","","602","602","602","EFOPJNHM_00925","MMPIJKCK_00487"
"ponA","","Penicillin-binding protein 1A/1B","2","2","1","16","2328","","","","542","2183","1362","EFOPJNHM_01344","MMPIJKCK_00903"
"cysK","","Cysteine synthase","2","2","1","16","1389","","","","932","932","932","EFOPJNHM_00465","MMPIJKCK_02576"
"group_971","","hypothetical protein","2","2","1","16","1134","","","","146","146","146","EFOPJNHM_00224","MMPIJKCK_02039"
"group_972","","hypothetical protein","2","2","1","16","1574","","","","617","617","617","EFOPJNHM_00667","MMPIJKCK_00180"
"mnaA_1","","UDP-N-acetylglucosamine 2-epimerase","2","2","1","16","1046","","","","1145","1145","1145","EFOPJNHM_00139","MMPIJKCK_01963"
"group_974","","hypothetical protein","2","2","1","16","1699","","","","494","494","494","EFOPJNHM_00794","MMPIJKCK_00289"
"bsaA_2","","Glutathione peroxidase BsaA","2","2","1","16","837","","","","497","497","497","EFOPJNHM_02553","MMPIJKCK_01762"
"rpsZ","","30S ribosomal protein S14 type Z","2","2","1","16","458","","","","185","185","185","EFOPJNHM_02179","MMPIJKCK_01398"
"group_977","","hypothetical protein","2","2","1","16","2497","","","","152","152","152","EFOPJNHM_01792","MMPIJKCK_01299"
"purF","","Amidophosphoribosyltransferase","2","2","1","16","128","","","","1484","1484","1484","EFOPJNHM_00966","MMPIJKCK_00526"
"group_979","","N-carbamoylsarcosine amidase","2","2","1","16","863","","","","560","560","560","EFOPJNHM_02579","MMPIJKCK_01788"
"group_98","","hypothetical protein","2","2","1","16","2329","","","","341","341","341","EFOPJNHM_01345","MMPIJKCK_00904"
"scpB","","Segregation and condensation protein B","2","2","1","16","2060","","","","542","542","542","EFOPJNHM_01450","MMPIJKCK_00944"
"gatB_1","","PTS system galactitol-specific EIIB component","2","2","1","16","1131","","","","278","278","278","EFOPJNHM_00221","MMPIJKCK_02036"
"dgk","","Deoxyguanosine kinase","2","2","1","16","1433","","","","617","617","617","EFOPJNHM_00525","MMPIJKCK_00040"
"codY","","GTP-sensing transcriptional pleiotropic repressor CodY","2","2","1","16","2124","","","","773","773","773","EFOPJNHM_01147","MMPIJKCK_00702"
"ptsH","","Phosphocarrier protein HPr","2","2","1","16","116","","","","266","266","266","EFOPJNHM_00978","MMPIJKCK_00538"
"group_985","","hypothetical protein","2","2","1","16","1382","","","","263","263","263","EFOPJNHM_00458","MMPIJKCK_02569"
"icaC","","putative poly-beta-1,6-N-acetyl-D-glucosamine export protein","2","2","1","16","887","","","","1052","1052","1052","EFOPJNHM_02603","MMPIJKCK_01812"
"sepF","","Cell division protein SepF","2","2","1","16","12","","","","563","563","563","EFOPJNHM_01082","MMPIJKCK_00640"
"qoxC","","Quinol oxidase subunit 3","2","2","1","16","139","","","","605","605","605","EFOPJNHM_00955","MMPIJKCK_00515"
