locus_tag	ftype	length_bp	gene	EC_number	COG	product
GEALKAJD_02254	CDS	297				hypothetical protein
GEALKAJD_02255	CDS	621	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
GEALKAJD_02256	CDS	1167				hypothetical protein
GEALKAJD_02257	CDS	354				hypothetical protein
GEALKAJD_02258	CDS	1023	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
GEALKAJD_02259	CDS	162				hypothetical protein
GEALKAJD_02260	CDS	435				hypothetical protein
GEALKAJD_02261	CDS	1860				hypothetical protein
GEALKAJD_02262	CDS	1161	ghrB_2	1.1.1.81		Glyoxylate/hydroxypyruvate reductase B
GEALKAJD_02263	CDS	1425	araA	5.3.1.4		L-arabinose isomerase
GEALKAJD_02264	CDS	699	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
GEALKAJD_02265	CDS	1662	xylB_1	2.7.1.17		Xylulose kinase
GEALKAJD_02266	CDS	1401	xylT			D-xylose transporter
GEALKAJD_02267	CDS	1080	araR_1		COG1609	Arabinose metabolism transcriptional repressor
GEALKAJD_02268	CDS	960		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
GEALKAJD_02269	CDS	1512	abfA_1	3.2.1.55	COG3534	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase 1
GEALKAJD_02270	CDS	564				hypothetical protein
GEALKAJD_02271	CDS	864	araQ_4		COG0395	L-arabinose transport system permease protein AraQ
GEALKAJD_02272	CDS	897	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
GEALKAJD_02273	CDS	1272	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
GEALKAJD_02274	CDS	1518	abfA_2	3.2.1.55		Intracellular exo-alpha-(1->5)-L-arabinofuranosidase
GEALKAJD_02275	CDS	891				hypothetical protein
GEALKAJD_02276	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
GEALKAJD_02277	CDS	1473	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
GEALKAJD_02278	CDS	363				hypothetical protein
GEALKAJD_02279	CDS	753	mta		COG0789	HTH-type transcriptional activator mta
GEALKAJD_02280	CDS	924	ccpB			Catabolite control protein B
GEALKAJD_02281	CDS	273				hypothetical protein
GEALKAJD_02282	CDS	1188				IS256 family transposase IS16
GEALKAJD_02283	CDS	1626	groL		COG0459	60 kDa chaperonin
GEALKAJD_02284	CDS	285	groS		COG0234	10 kDa chaperonin
GEALKAJD_02285	CDS	663	MroQ	3.4.22.-		Membrane-embedded CAAX protease MroQ
GEALKAJD_02286	CDS	1293	gmuC_3		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
GEALKAJD_02287	CDS	630				hypothetical protein
GEALKAJD_02288	CDS	810	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
GEALKAJD_02289	CDS	870				hypothetical protein
GEALKAJD_02290	CDS	1317				hypothetical protein
GEALKAJD_02291	CDS	1836	walK	2.7.13.3		Sensor histidine kinase WalK
GEALKAJD_02292	CDS	705	walR		COG0745	Transcriptional regulatory protein WalR
GEALKAJD_02293	CDS	861				DegV domain-containing protein
GEALKAJD_02294	CDS	570				hypothetical protein
GEALKAJD_02295	tRNA	73				tRNA-Lys(ctt)
GEALKAJD_02296	CDS	954			COG2826	IS30 family transposase IS1252
GEALKAJD_02297	CDS	147				hypothetical protein
GEALKAJD_02298	CDS	339				hypothetical protein
GEALKAJD_02299	CDS	198	pisA			Bacteriocin piscicolin-126
GEALKAJD_02300	CDS	1728				hypothetical protein
GEALKAJD_02301	CDS	1194	opuAA	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
GEALKAJD_02302	CDS	645				hypothetical protein
GEALKAJD_02303	CDS	135				hypothetical protein
GEALKAJD_02304	CDS	2133	feoB		COG0370	Fe(2+) transporter FeoB
GEALKAJD_02305	CDS	474				hypothetical protein
GEALKAJD_02306	CDS	225	nrdH		COG0695	Glutaredoxin-like protein NrdH
GEALKAJD_02307	CDS	2160	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
GEALKAJD_02308	CDS	966	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
GEALKAJD_02309	CDS	1140				hypothetical protein
GEALKAJD_02310	CDS	714	sapB		COG1285	Protein SapB
GEALKAJD_02311	CDS	702	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
GEALKAJD_02312	CDS	1533	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
GEALKAJD_02313	CDS	759				IS982 family transposase ISEfm1
GEALKAJD_02314	CDS	135				hypothetical protein
GEALKAJD_02315	CDS	1050				putative transporter
GEALKAJD_02316	CDS	690				hypothetical protein
GEALKAJD_02317	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
GEALKAJD_02318	CDS	504	rplJ			50S ribosomal protein L10
GEALKAJD_02319	CDS	690	rplA			50S ribosomal protein L1
GEALKAJD_02320	CDS	423	rplK			50S ribosomal protein L11
GEALKAJD_02321	CDS	669	sdhB	4.3.1.17		L-serine dehydratase, beta chain
GEALKAJD_02322	CDS	873	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
GEALKAJD_02323	CDS	918		1.13.12.4	COG1304	Lactate 2-monooxygenase
GEALKAJD_02324	CDS	888				hypothetical protein
GEALKAJD_02325	CDS	546	nusG			Transcription termination/antitermination protein NusG
GEALKAJD_02326	CDS	171	secE			Protein translocase subunit SecE
GEALKAJD_02327	CDS	153	rpmG3		COG0267	50S ribosomal protein L33 3
GEALKAJD_02328	CDS	645				hypothetical protein
GEALKAJD_02329	CDS	504	queT_2		COG4708	Queuosine precursor transporter QueT
GEALKAJD_02330	CDS	966	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
GEALKAJD_02331	CDS	1173				hypothetical protein
GEALKAJD_02332	CDS	1146				hypothetical protein
GEALKAJD_02333	CDS	933	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
GEALKAJD_02334	CDS	1080				hypothetical protein
GEALKAJD_02335	CDS	630	lnrK		COG2197	Transcriptional regulatory protein LnrK
GEALKAJD_02336	CDS	228				hypothetical protein
GEALKAJD_02337	CDS	2589	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
GEALKAJD_02338	CDS	660	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
GEALKAJD_02339	CDS	504	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
GEALKAJD_02340	CDS	867	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
GEALKAJD_02341	CDS	642	cutC		COG3142	Copper homeostasis protein CutC
GEALKAJD_02342	CDS	1362	mgtE		COG2239	Magnesium transporter MgtE
GEALKAJD_02343	CDS	900				hypothetical protein
GEALKAJD_02344	CDS	798	ppnKA	2.7.1.23	COG0061	NAD kinase 1
GEALKAJD_02345	CDS	705	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
GEALKAJD_02346	CDS	576	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
GEALKAJD_02347	CDS	678				hypothetical protein
GEALKAJD_02348	CDS	1296				ISL3 family transposase IS1251
GEALKAJD_02349	CDS	1809	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
GEALKAJD_02350	CDS	999				hypothetical protein
GEALKAJD_02351	CDS	654	mecA		COG4862	Adapter protein MecA 1
GEALKAJD_02352	CDS	399	spxA_5		COG1393	Regulatory protein Spx
GEALKAJD_02353	CDS	708	yfnB_2	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
GEALKAJD_02354	CDS	3195	rapA	3.6.4.-		RNA polymerase-associated protein RapA
GEALKAJD_02355	CDS	3129				hypothetical protein
GEALKAJD_02356	CDS	1122	sbcD			Nuclease SbcCD subunit D
GEALKAJD_02357	CDS	624	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
GEALKAJD_02358	CDS	735	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
GEALKAJD_02359	CDS	285				hypothetical protein
GEALKAJD_02360	CDS	1902	oatA	2.3.1.-		O-acetyltransferase OatA
GEALKAJD_02361	CDS	876				hypothetical protein
GEALKAJD_02362	CDS	1770	aspS	6.1.1.12		Aspartate--tRNA ligase
GEALKAJD_02363	CDS	1293	hisS	6.1.1.21		Histidine--tRNA ligase
GEALKAJD_02364	CDS	948	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
GEALKAJD_02365	CDS	1260	cypC	1.11.2.4		Fatty-acid peroxygenase
GEALKAJD_02366	CDS	447	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
GEALKAJD_02367	CDS	2214	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
GEALKAJD_02368	CDS	765	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
GEALKAJD_02369	CDS	948	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
GEALKAJD_02370	CDS	489				hypothetical protein
GEALKAJD_02371	CDS	672		3.2.2.-		Putative 3-methyladenine DNA glycosylase
GEALKAJD_02372	CDS	1287			COG2256	putative AAA domain-containing protein
GEALKAJD_02373	CDS	285				hypothetical protein
GEALKAJD_02374	CDS	480				Putative universal stress protein
GEALKAJD_02375	CDS	129				hypothetical protein
GEALKAJD_02376	CDS	1584	ybiT_3		COG0488	putative ABC transporter ATP-binding protein YbiT
GEALKAJD_02377	CDS	1185	ackA	2.7.2.1	COG0282	Acetate kinase
GEALKAJD_02378	CDS	1008				hypothetical protein
GEALKAJD_02379	CDS	360				hypothetical protein
GEALKAJD_02380	CDS	426				hypothetical protein
GEALKAJD_02381	CDS	303				hypothetical protein
GEALKAJD_02382	CDS	495				hypothetical protein
GEALKAJD_02383	CDS	279				hypothetical protein
GEALKAJD_02384	CDS	1050				hypothetical protein
GEALKAJD_02385	CDS	930	comGA		COG2804	ComG operon protein 1
GEALKAJD_02386	CDS	1755	adeC	3.5.4.2		Adenine deaminase
GEALKAJD_02387	CDS	663	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
GEALKAJD_02388	CDS	783	thiK	2.7.1.89		Thiamine kinase
GEALKAJD_02389	CDS	1212				hypothetical protein
GEALKAJD_02390	CDS	738	ecsA		COG1131	ABC-type transporter ATP-binding protein EcsA
GEALKAJD_02391	CDS	435	hit		COG0537	Protein hit
GEALKAJD_02392	CDS	345				hypothetical protein
GEALKAJD_02393	CDS	1011	prsA_3	5.2.1.8		Foldase protein PrsA
GEALKAJD_02394	CDS	945	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
GEALKAJD_02395	CDS	2721				hypothetical protein
GEALKAJD_02396	CDS	1221				hypothetical protein
GEALKAJD_02397	CDS	837	ywpJ_2	3.1.3.-	COG0561	Phosphatase YwpJ
GEALKAJD_02398	rRNA	111				5S ribosomal RNA
GEALKAJD_02399	rRNA	2911				23S ribosomal RNA
GEALKAJD_02400	rRNA	1558				16S ribosomal RNA
GEALKAJD_02401	CDS	357				hypothetical protein
GEALKAJD_02402	CDS	954	pehX	3.2.1.82		Exo-poly-alpha-D-galacturonosidase
GEALKAJD_02403	CDS	1419	yjmB		COG2211	putative symporter YjmB
GEALKAJD_02404	CDS	1569	xynB	3.2.1.37		Beta-xylosidase
GEALKAJD_02405	CDS	411				hypothetical protein
GEALKAJD_02406	CDS	924	pemA	3.1.1.11	COG4677	Pectinesterase A
GEALKAJD_02407	CDS	909				hypothetical protein
GEALKAJD_02408	CDS	1338				hypothetical protein
GEALKAJD_02409	CDS	1104	yteR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
GEALKAJD_02410	CDS	1509	lipO		COG1653	Lipoprotein LipO
GEALKAJD_02411	CDS	693				hypothetical protein
GEALKAJD_02412	CDS	975	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
GEALKAJD_02413	CDS	873	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
GEALKAJD_02414	CDS	2199	yesS		COG2207	HTH-type transcriptional regulator YesS
GEALKAJD_02415	CDS	993	exuR_2		COG1609	putative HTH-type transcriptional repressor ExuR
GEALKAJD_02416	CDS	1422	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
GEALKAJD_02417	CDS	1500	uxaA	4.2.1.7	COG2721	Altronate dehydratase
GEALKAJD_02418	CDS	1395	uxaC	5.3.1.12	COG1904	Uronate isomerase
GEALKAJD_02419	CDS	684	rhgT	3.1.1.-	COG2755	Rhamnogalacturonan acetylesterase RhgT
GEALKAJD_02420	CDS	837				hypothetical protein
GEALKAJD_02421	CDS	1755		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
GEALKAJD_02422	CDS	342				hypothetical protein
GEALKAJD_02423	CDS	2172	pbpF		COG0744	Penicillin-binding protein 1F
GEALKAJD_02424	CDS	858	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
GEALKAJD_02425	CDS	858	gmuE_4	2.7.1.4	COG1940	Putative fructokinase
GEALKAJD_02426	CDS	2703	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
GEALKAJD_02427	CDS	1290				hypothetical protein
GEALKAJD_02428	CDS	1047	araR_2		COG1609	Arabinose metabolism transcriptional repressor
GEALKAJD_02429	CDS	2154				hypothetical protein
GEALKAJD_02430	CDS	1446	rhaR_4			HTH-type transcriptional activator RhaR
GEALKAJD_02431	CDS	1725				hypothetical protein
GEALKAJD_02432	CDS	615				hypothetical protein
GEALKAJD_02433	CDS	1458				hypothetical protein
GEALKAJD_02434	CDS	921	araQ_6		COG0395	L-arabinose transport system permease protein AraQ
GEALKAJD_02435	CDS	948	yteP_2		COG4209	putative multiple-sugar transport system permease YteP
GEALKAJD_02436	CDS	720	rluB_2	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
GEALKAJD_02437	CDS	1647	murJ_2		COG2244	Lipid II flippase MurJ
GEALKAJD_02438	CDS	591				hypothetical protein
GEALKAJD_02439	CDS	1506	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
GEALKAJD_02440	CDS	1353	licC_3		COG1455	Lichenan permease IIC component
GEALKAJD_02441	CDS	519				hypothetical protein
GEALKAJD_02442	CDS	327	licA_3		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
GEALKAJD_02443	CDS	1980	licR_2		COG1762	putative licABCH operon regulator
GEALKAJD_02444	CDS	315				hypothetical protein
GEALKAJD_02445	CDS	294				hypothetical protein
GEALKAJD_02446	CDS	1071				hypothetical protein
GEALKAJD_02447	CDS	561				hypothetical protein
GEALKAJD_02448	CDS	3072				hypothetical protein
GEALKAJD_02449	CDS	225				hypothetical protein
GEALKAJD_02450	CDS	762				hypothetical protein
GEALKAJD_02451	CDS	1722			COG1132	putative ABC transporter ATP-binding protein
GEALKAJD_02452	CDS	1785			COG1132	putative ABC transporter ATP-binding protein
GEALKAJD_02453	CDS	1554				hypothetical protein
GEALKAJD_02454	CDS	2415	leuS	6.1.1.4		Leucine--tRNA ligase
GEALKAJD_02455	CDS	2019		3.2.1.17		Muramidase-2
GEALKAJD_02456	CDS	657				hypothetical protein
GEALKAJD_02457	CDS	957				hypothetical protein
GEALKAJD_02458	CDS	567				hypothetical protein
GEALKAJD_02459	CDS	1770			COG1132	putative ABC transporter ATP-binding protein
GEALKAJD_02460	CDS	1713			COG1132	putative ABC transporter ATP-binding protein
GEALKAJD_02461	CDS	669				hypothetical protein
GEALKAJD_02462	CDS	789				hypothetical protein
GEALKAJD_02463	CDS	1473	bmr3			Multidrug resistance protein 3
GEALKAJD_02464	CDS	1194	metK	2.5.1.6		S-adenosylmethionine synthase
GEALKAJD_02465	tRNA	74				tRNA-Glu(ttc)
GEALKAJD_02466	tRNA	76				tRNA-Ile(gat)
GEALKAJD_02467	tRNA	71				tRNA-Gly(tcc)
GEALKAJD_02468	tRNA	75				tRNA-Phe(gaa)
GEALKAJD_02469	tRNA	75				tRNA-Asp(gtc)
GEALKAJD_02470	tRNA	76				tRNA-Met(cat)
GEALKAJD_02471	tRNA	90				tRNA-Ser(tga)
GEALKAJD_02472	tRNA	76				tRNA-Met(cat)
GEALKAJD_02473	tRNA	76				tRNA-Met(cat)
GEALKAJD_02474	tRNA	74				tRNA-Ala(tgc)
GEALKAJD_02475	tRNA	74				tRNA-Pro(tgg)
GEALKAJD_02476	tRNA	76				tRNA-Arg(acg)
GEALKAJD_02477	tRNA	86				tRNA-Leu(taa)
GEALKAJD_02478	tRNA	72				tRNA-Gly(gcc)
GEALKAJD_02479	tRNA	76				tRNA-Thr(tgt)
GEALKAJD_02480	tRNA	84				tRNA-Leu(tag)
GEALKAJD_02481	tRNA	75				tRNA-Lys(ttt)
GEALKAJD_02482	tRNA	75				tRNA-Val(tac)
GEALKAJD_02483	rRNA	111				5S ribosomal RNA
GEALKAJD_02484	rRNA	2911				23S ribosomal RNA
GEALKAJD_02485	tRNA	73				tRNA-Ala(tgc)
GEALKAJD_02486	rRNA	1557				16S ribosomal RNA
GEALKAJD_02487	CDS	1497	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
GEALKAJD_02488	CDS	1005	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
GEALKAJD_02489	CDS	360	hslO_1			33 kDa chaperonin
GEALKAJD_02490	CDS	426	hslO_2		COG1281	33 kDa chaperonin
GEALKAJD_02491	CDS	2112	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
GEALKAJD_02492	CDS	546	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
GEALKAJD_02493	CDS	1455	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
GEALKAJD_02494	CDS	471	pnp_2	2.7.7.8		Polyribonucleotide nucleotidyltransferase
GEALKAJD_02495	CDS	426				hypothetical protein
GEALKAJD_02496	CDS	270				hypothetical protein
GEALKAJD_02497	CDS	1596	murJ_3		COG2244	Lipid II flippase MurJ
GEALKAJD_02498	CDS	3522	mfd	3.6.4.-		Transcription-repair-coupling factor
GEALKAJD_02499	CDS	561	pth	3.1.1.29		Peptidyl-tRNA hydrolase
GEALKAJD_02500	CDS	975	ldh_2	1.1.1.27	COG0039	L-lactate dehydrogenase
GEALKAJD_02501	CDS	1401				hypothetical protein
GEALKAJD_02502	CDS	723			COG0217	putative transcriptional regulatory protein
GEALKAJD_02503	CDS	507				hypothetical protein
GEALKAJD_02504	CDS	1800	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
GEALKAJD_02505	CDS	1575				hypothetical protein
GEALKAJD_02506	CDS	510				hypothetical protein
GEALKAJD_02507	CDS	855	mreC		COG1792	Cell shape-determining protein MreC
GEALKAJD_02508	CDS	639	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
GEALKAJD_02509	CDS	651	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
GEALKAJD_02510	CDS	900	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
GEALKAJD_02511	CDS	2070	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
GEALKAJD_02512	CDS	741	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
GEALKAJD_02513	CDS	1359	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
GEALKAJD_02514	CDS	939	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
GEALKAJD_02515	CDS	492	def_2	3.5.1.88		Peptide deformylase
GEALKAJD_02516	CDS	2409	priA	3.6.4.-		primosomal protein N'
GEALKAJD_02517	CDS	306	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
GEALKAJD_02518	CDS	615	gmk_2	2.7.4.8	COG0194	Guanylate kinase
GEALKAJD_02519	CDS	285				hypothetical protein
GEALKAJD_02520	CDS	891				hypothetical protein
GEALKAJD_02521	CDS	219				hypothetical protein
GEALKAJD_02522	CDS	1701				hypothetical protein
GEALKAJD_02523	CDS	774				hypothetical protein
GEALKAJD_02524	CDS	570	thiT			Thiamine transporter ThiT
GEALKAJD_02525	CDS	972	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
GEALKAJD_02526	CDS	1374	glmU		COG1207	Bifunctional protein GlmU
GEALKAJD_02527	CDS	819	purR_1		COG0503	Pur operon repressor
GEALKAJD_02528	CDS	825	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
GEALKAJD_02529	CDS	681	znuC	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
GEALKAJD_02530	CDS	939	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
GEALKAJD_02531	CDS	846	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
GEALKAJD_02532	CDS	2574	mprF_2	2.3.2.3		Phosphatidylglycerol lysyltransferase
GEALKAJD_02533	CDS	807	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
GEALKAJD_02534	CDS	1557	rny	3.1.-.-	COG1418	Ribonuclease Y
GEALKAJD_02535	CDS	1050	recA		COG0468	Protein RecA
GEALKAJD_02536	CDS	1242	cinA		COG1058	Putative competence-damage inducible protein
GEALKAJD_02537	CDS	579	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
GEALKAJD_02538	CDS	924				hypothetical protein
GEALKAJD_02539	CDS	1287				hypothetical protein
GEALKAJD_02540	CDS	1269				hypothetical protein
GEALKAJD_02541	CDS	462	mscL		COG1970	Large-conductance mechanosensitive channel
GEALKAJD_02542	CDS	447	elaA		COG2153	Protein ElaA
GEALKAJD_02543	CDS	246	veg		COG4466	Protein Veg
GEALKAJD_02544	CDS	579	sigH		COG1595	RNA polymerase sigma-H factor
GEALKAJD_02545	CDS	531				hypothetical protein
GEALKAJD_02546	CDS	861		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
GEALKAJD_02547	CDS	396	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
GEALKAJD_02548	CDS	1413	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
GEALKAJD_02549	CDS	537	cysE	2.3.1.30	COG1045	Serine acetyltransferase
GEALKAJD_02550	CDS	1461	gltX	6.1.1.17		Glutamate--tRNA ligase
GEALKAJD_02551	CDS	1158	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
GEALKAJD_02552	CDS	1371	radA	3.6.4.-	COG1066	DNA repair protein RadA
GEALKAJD_02553	CDS	528	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
GEALKAJD_02554	CDS	807	proB	2.7.2.11	COG0263	Glutamate 5-kinase 1
GEALKAJD_02555	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
GEALKAJD_02556	CDS	345				hypothetical protein
GEALKAJD_02557	CDS	327				hypothetical protein
GEALKAJD_02558	CDS	933	yfmO_1			Multidrug efflux protein YfmO
GEALKAJD_02559	CDS	270	yfmO_2			Multidrug efflux protein YfmO
GEALKAJD_02560	CDS	516				hypothetical protein
GEALKAJD_02561	CDS	447				hypothetical protein
GEALKAJD_02562	CDS	1479	msr(C)			ABC-F type ribosomal protection protein Msr(C)
GEALKAJD_02563	CDS	630	yodC	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
GEALKAJD_02564	CDS	465				hypothetical protein
GEALKAJD_02565	CDS	1269				hypothetical protein
GEALKAJD_02566	CDS	738		1.-.-.-		putative oxidoreductase
GEALKAJD_02567	CDS	570		2.3.1.-		Putative acetyltransferase
GEALKAJD_02568	CDS	873	hdfR_4			HTH-type transcriptional regulator HdfR
GEALKAJD_02569	CDS	873	sacY		COG3711	Levansucrase and sucrase synthesis operon antiterminator
GEALKAJD_02570	CDS	1959	ptsG_3	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
GEALKAJD_02571	CDS	99				hypothetical protein
GEALKAJD_02572	CDS	852	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
GEALKAJD_02573	CDS	468	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
GEALKAJD_02574	CDS	483				hypothetical protein
GEALKAJD_02575	CDS	864				hypothetical protein
GEALKAJD_02576	CDS	849				hypothetical protein
GEALKAJD_02577	CDS	342	xylB_2	2.7.1.17	COG1070	Xylulose kinase
GEALKAJD_02578	CDS	708	ygaZ_2		COG1296	Inner membrane protein YgaZ
GEALKAJD_02579	CDS	324				hypothetical protein
GEALKAJD_02580	CDS	1038				Zinc-type alcohol dehydrogenase-like protein
GEALKAJD_02581	CDS	984	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
GEALKAJD_02582	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
GEALKAJD_02583	CDS	936	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
GEALKAJD_02584	CDS	108				hypothetical protein
GEALKAJD_02585	CDS	1650	mutS_2			DNA mismatch repair protein MutS
GEALKAJD_02586	CDS	897	phoR_2	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
GEALKAJD_02587	CDS	660	arlR_2		COG0745	Response regulator ArlR
GEALKAJD_02588	CDS	783				hypothetical protein
GEALKAJD_02589	CDS	918	bcrA_2			Bacitracin transport ATP-binding protein BcrA
GEALKAJD_02590	CDS	216				hypothetical protein
GEALKAJD_02591	CDS	393	rpsI		COG0103	30S ribosomal protein S9
GEALKAJD_02592	CDS	558				hypothetical protein
GEALKAJD_02593	CDS	468	dps	1.16.-.-	COG0783	DNA protection during starvation protein
GEALKAJD_02594	CDS	1539	xylB_3	2.7.1.17	COG1070	Xylulose kinase
GEALKAJD_02595	CDS	687	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
GEALKAJD_02596	CDS	528	msrA_4	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
GEALKAJD_02597	CDS	678	yvdM_2	5.4.2.6	COG0637	Beta-phosphoglucomutase
GEALKAJD_02598	CDS	1131	glxK	2.7.1.31		Glycerate kinase
GEALKAJD_02599	CDS	2184	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
GEALKAJD_02600	CDS	1026	rifL	1.1.1.-		Putative UDP-kanosamine synthase oxidoreductase subunit
GEALKAJD_02601	CDS	828				hypothetical protein
GEALKAJD_02602	CDS	1068	tdh	1.1.1.103		L-threonine 3-dehydrogenase
GEALKAJD_02603	CDS	837	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
GEALKAJD_02604	CDS	870	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
GEALKAJD_02605	CDS	1284				hypothetical protein
GEALKAJD_02606	CDS	1686	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
GEALKAJD_02607	CDS	1026	purR_2		COG1609	HTH-type transcriptional repressor PurR
GEALKAJD_02608	CDS	3654	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
GEALKAJD_02609	CDS	3618	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
GEALKAJD_02610	CDS	969				hypothetical protein
GEALKAJD_02611	CDS	906				hypothetical protein
GEALKAJD_02612	CDS	807	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
GEALKAJD_02613	CDS	969	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
GEALKAJD_02614	CDS	525				hypothetical protein
GEALKAJD_02615	CDS	1812				hypothetical protein
