"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Enterococcus_faecium_strain1","Enterococcus_faecium_strain2"
"group_2325","","hypothetical protein","1","1","1","7","3332","721","8","","812","812","812","","GEALKAJD_01899"
"ugd","","UDP-glucose 6-dehydrogenase","1","1","1","7","3333","721","7","","1250","1250","1250","","GEALKAJD_01900"
"wbgU_2","","UDP-N-acetylglucosamine 4-epimerase","1","1","1","7","3334","721","6","","1058","1058","1058","","GEALKAJD_01901"
"group_2328","","N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase","1","1","1","7","3335","721","5","","794","794","794","","GEALKAJD_01902"
"group_2329","","hypothetical protein","1","1","1","7","3336","721","4","","389","389","389","","GEALKAJD_01903"
"hasB","","UDP-glucose 6-dehydrogenase","1","1","1","7","3337","721","3","","218","218","218","","GEALKAJD_01904"
"wecA","","UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase","1","1","1","7","3339","721","1","","689","689","689","","GEALKAJD_01906"
"ywqD","","Tyrosine-protein kinase YwqD","1","1","1","7","3299","500","1","","698","698","698","","GEALKAJD_01908"
"ywqC","","putative capsular polysaccharide biosynthesis protein YwqC","1","1","1","7","3298","500","2","","779","779","779","","GEALKAJD_01909"
"group_2334","","hypothetical protein","1","1","1","7","3707","171","1","","779","779","779","","GEALKAJD_01911"
"bglF_5","","PTS system beta-glucoside-specific EIIBCA component","1","1","1","7","3784","532","1","","1880","1880","1880","","GEALKAJD_01932"
"licT_3","","Transcription antiterminator LicT","1","1","1","7","3783","532","2","","851","851","851","","GEALKAJD_01933"
"group_2337","","hypothetical protein","1","1","1","7","3718","45","1","","1775","1775","1775","","GEALKAJD_01938"
"group_2338","","hypothetical protein","1","1","1","7","3767","635","1","","602","602","602","","GEALKAJD_01946"
"group_2339","","hypothetical protein","1","1","1","7","3758","473","2","","767","767","767","","GEALKAJD_01955"
"group_2340","","hypothetical protein","1","1","1","7","3723","473","1","","1031","1031","1031","","GEALKAJD_01956"
"group_2341","","hypothetical protein","1","1","1","7","3743","576","2","","719","719","719","","GEALKAJD_01969"
"group_2342","comFA","ComF operon protein 1","1","1","1","7","3742","576","1","","1313","1313","1313","","GEALKAJD_01970"
"group_2343","","hypothetical protein","1","1","1","7","3724","436","1","","272","272","272","","GEALKAJD_01973"
"group_2344","","hypothetical protein","1","1","1","7","3725","276","1","","170","170","170","","GEALKAJD_01976"
"group_2345","bglK","Beta-glucoside kinase","1","1","1","7","3732","498","2","","884","884","884","","GEALKAJD_01980"
"group_2346","yvbK","putative N-acetyltransferase YvbK","1","1","1","7","3731","498","1","","452","452","452","","GEALKAJD_01981"
"group_2347","rihB","Pyrimidine-specific ribonucleoside hydrolase RihB","1","1","1","7","740","518","2","","974","974","974","","GEALKAJD_02000"
"group_2348","","hypothetical protein","1","1","1","7","741","518","1","","575","575","575","","GEALKAJD_02001"
"dapE_2","","Succinyl-diaminopimelate desuccinylase","1","1","1","7","743","87","1","","380","380","380","","GEALKAJD_02003"
"pgdA","","Peptidoglycan-N-acetylglucosamine deacetylase","1","1","1","7","751","537","1","","209","209","209","","GEALKAJD_02011"
"group_2351","","hypothetical protein","1","1","1","7","752","537","2","","386","386","386","","GEALKAJD_02012"
"group_2352","","hypothetical protein","1","1","1","7","760","269","1","","443","443","443","","GEALKAJD_02020"
"group_2353","lhpI","Delta(1)-pyrroline-2-carboxylate reductase","1","1","1","7","766","556","2","","971","971","971","","GEALKAJD_02024"
"group_2354","","hypothetical protein","1","1","1","7","788","418","1","","578","578","578","","GEALKAJD_02047"
"group_2355","nox_2","NADH oxidase","1","1","1","7","796","233","1","","1364","1364","1364","","GEALKAJD_02050"
"group_2356","","hypothetical protein","1","1","1","7","799","510","2","","335","335","335","","GEALKAJD_02053"
"group_2357","","hypothetical protein","1","1","1","7","800","510","1","","1034","1034","1034","","GEALKAJD_02054"
"group_2358","","hypothetical protein","1","1","1","7","802","115","1","","470","470","470","","GEALKAJD_02057"
"group_2359","","hypothetical protein","1","1","1","7","811","714","1","","422","422","422","","GEALKAJD_02060"
"group_2360","","hypothetical protein","1","1","1","7","810","714","2","","836","836","836","","GEALKAJD_02061"
"group_2361","","hypothetical protein","1","1","1","7","809","714","3","","626","626","626","","GEALKAJD_02062"
"group_2362","","hypothetical protein","1","1","1","7","808","714","4","","335","335","335","","GEALKAJD_02063"
"group_2363","","hypothetical protein","1","1","1","7","807","714","5","","284","284","284","","GEALKAJD_02064"
"group_2364","","hypothetical protein","1","1","1","7","806","714","6","","1523","1523","1523","","GEALKAJD_02065"
"group_2365","","hypothetical protein","1","1","1","7","815","714","7","","1175","1175","1175","","GEALKAJD_02066"
"group_2366","","hypothetical protein","1","1","1","7","816","714","8","","185","185","185","","GEALKAJD_02067"
"group_2367","","hypothetical protein","1","1","1","7","817","714","9","","1694","1694","1694","","GEALKAJD_02068"
"group_2368","","hypothetical protein","1","1","1","7","818","714","10","","473","473","473","","GEALKAJD_02069"
"group_2369","","hypothetical protein","1","1","1","7","819","714","11","","215","215","215","","GEALKAJD_02070"
"group_2370","","hypothetical protein","1","1","1","7","820","714","12","","407","407","407","","GEALKAJD_02071"
"group_2371","","hypothetical protein","1","1","1","7","821","714","13","","1475","1475","1475","","GEALKAJD_02072"
"group_2372","","hypothetical protein","1","1","1","7","822","714","14","","848","848","848","","GEALKAJD_02073"
"group_2373","","hypothetical protein","1","1","1","7","823","714","22","","362","362","362","","GEALKAJD_02074"
"group_2374","","hypothetical protein","1","1","1","7","824","714","21","","158","158","158","","GEALKAJD_02075"
"group_2375","","hypothetical protein","1","1","1","7","825","714","20","","404","404","404","","GEALKAJD_02076"
"group_2376","","hypothetical protein","1","1","1","7","826","714","19","","239","239","239","","GEALKAJD_02077"
"group_2377","","hypothetical protein","1","1","1","7","827","714","18","","311","311","311","","GEALKAJD_02078"
"group_2378","","hypothetical protein","1","1","1","7","828","714","17","","293","293","293","","GEALKAJD_02079"
"group_2379","","hypothetical protein","1","1","1","7","829","714","16","","647","647","647","","GEALKAJD_02080"
"xerC_9","","Tyrosine recombinase XerC","1","1","1","7","830","714","15","","1145","1145","1145","","GEALKAJD_02081"
"group_2381","","hypothetical protein","1","1","1","7","839","613","3","","1580","1580","1580","","GEALKAJD_02089"
"natA_1","","ABC transporter ATP-binding protein NatA","1","1","1","7","840","613","2","","743","743","743","","GEALKAJD_02090"
"group_2383","","hypothetical protein","1","1","1","7","841","613","1","","776","776","776","","GEALKAJD_02091"
"group_2384","","hypothetical protein","1","1","1","7","845","225","1","","353","353","353","","GEALKAJD_02094"
"ugl_1","","Unsaturated chondroitin disaccharide hydrolase","1","1","1","7","344","666","1","","1202","1202","1202","","GEALKAJD_02097"
"group_2386","","hypothetical protein","1","1","1","7","345","666","2","","1871","1871","1871","","GEALKAJD_02098"
"ugl_2","","Unsaturated glucuronyl hydrolase","1","1","1","7","346","666","7","","1118","1118","1118","","GEALKAJD_02099"
"group_2388","lacG_3","Lactose transport system permease protein LacG","1","1","1","7","347","666","6","","833","833","833","","GEALKAJD_02100"
"lacF_4","","Lactose transport system permease protein LacF","1","1","1","7","348","666","5","","917","917","917","","GEALKAJD_02101"
"araN_2","","putative arabinose-binding protein","1","1","1","7","349","666","4","","1124","1124","1124","","GEALKAJD_02102"
"group_2391","rhaR_3","HTH-type transcriptional activator RhaR","1","1","1","7","350","666","3","","899","899","899","","GEALKAJD_02103"
"group_2392","","hypothetical protein","1","1","1","7","581","317","1","","197","197","197","","GEALKAJD_02112"
"group_2393","","hypothetical protein","1","1","1","7","351","108","1","","560","560","560","","GEALKAJD_02126"
"group_2394","","hypothetical protein","1","1","1","7","566","61","1","","833","833","833","","GEALKAJD_02128"
"menH_3","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","1","1","1","7","560","423","1","","629","629","629","","GEALKAJD_02136"
"group_2396","patB","Cystathionine beta-lyase PatB","1","1","1","7","353","166","1","","1175","1175","1175","","GEALKAJD_02146"
"group_2397","","hypothetical protein","1","1","1","7","546","296","1","","254","254","254","","GEALKAJD_02154"
"lrp","","Leucine-rich protein","1","1","1","7","354","199","1","","857","857","857","","GEALKAJD_02156"
"rsmF","","Ribosomal RNA small subunit methyltransferase F","1","1","1","7","539","588","1","","1370","1370","1370","","GEALKAJD_02158"
"group_24","","IS3 family transposase ISEnfa3","1","1","1","7","2273","591","3","","401","401","401","","GEALKAJD_00174"
"group_2400","","hypothetical protein","1","1","1","7","538","588","3","","533","533","533","","GEALKAJD_02159"
"group_2401","","hypothetical protein","1","1","1","7","537","588","2","","1481","1481","1481","","GEALKAJD_02160"
"group_2402","","hypothetical protein","1","1","1","7","526","281","1","","203","203","203","","GEALKAJD_02170"
"group_2403","","hypothetical protein","1","1","1","7","522","387","1","","377","377","377","","GEALKAJD_02174"
"nodM","","Glutamine--fructose-6-phosphate aminotransferase [isomerizing]","1","1","1","7","356","306","1","","1049","1049","1049","","GEALKAJD_02178"
"group_2405","manX_5","PTS system mannose-specific EIIAB component","1","1","1","7","511","600","1","","419","419","419","","GEALKAJD_02182"
"dgaR_5","","Transcriptional regulatory protein DagR","1","1","1","7","510","600","2","","2768","2768","2768","","GEALKAJD_02183"
"group_2407","","hypothetical protein","1","1","1","7","509","600","3","","224","224","224","","GEALKAJD_02184"
"group_2408","","hypothetical protein","1","1","1","7","495","37","1","","278","278","278","","GEALKAJD_02197"
"group_2409","","IS200/IS605 family transposase ISEfa4","1","1","1","7","493","319","1","","1010","1010","1010","","GEALKAJD_02199"
"fliY","","L-cystine-binding protein FliY","1","1","1","7","481","227","1","","815","815","815","","GEALKAJD_02211"
"group_2411","","hypothetical protein","1","1","1","7","473","547","2","","632","632","632","","GEALKAJD_02217"
"group_2412","","hypothetical protein","1","1","1","7","472","547","1","","638","638","638","","GEALKAJD_02218"
"nlhH","","Carboxylesterase NlhH","1","1","1","7","468","43","1","","947","947","947","","GEALKAJD_02222"
"group_2414","","hypothetical protein","1","1","1","7","466","318","1","","161","161","161","","GEALKAJD_02224"
"ywlC_2","","Threonylcarbamoyl-AMP synthase","1","1","1","7","462","349","1","","362","362","362","","GEALKAJD_02226"
"group_2416","","hypothetical protein","1","1","1","7","459","608","3","","248","248","248","","GEALKAJD_02230"
"group_2417","","hypothetical protein","1","1","1","7","455","608","2","","230","230","230","","GEALKAJD_02231"
"COQ5_2","","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","1","1","1","7","456","608","1","","602","602","602","","GEALKAJD_02232"
"group_2419","","hypothetical protein","1","1","1","7","442","368","1","","1127","1127","1127","","GEALKAJD_02244"
"group_2420","","hypothetical protein","1","1","1","7","364","289","1","","1661","1661","1661","","GEALKAJD_02247"
"group_2421","","hypothetical protein","1","1","1","7","427","221","1","","353","353","353","","GEALKAJD_02257"
"group_2422","","hypothetical protein","1","1","1","7","415","446","1","","563","563","563","","GEALKAJD_02270"
"mta","","HTH-type transcriptional activator mta","1","1","1","7","373","621","2","","752","752","752","","GEALKAJD_02279"
"ccpB","","Catabolite control protein B","1","1","1","7","374","621","3","","923","923","923","","GEALKAJD_02280"
"group_2425","","hypothetical protein","1","1","1","7","375","621","4","","272","272","272","","GEALKAJD_02281"
"gmuC_3","","PTS system oligo-beta-mannoside-specific EIIC component","1","1","1","7","396","209","1","","1292","1292","1292","","GEALKAJD_02286"
"group_2427","","hypothetical protein","1","1","1","7","378","630","3","","146","146","146","","GEALKAJD_02297"
"group_2428","","hypothetical protein","1","1","1","7","379","630","4","","338","338","338","","GEALKAJD_02298"
"pisA","","Bacteriocin piscicolin-126","1","1","1","7","380","630","1","","197","197","197","","GEALKAJD_02299"
"group_2430","","hypothetical protein","1","1","1","7","2375","460","2","","134","134","134","","GEALKAJD_02314"
"group_2431","","hypothetical protein","1","1","1","7","2351","107","1","","689","689","689","","GEALKAJD_02316"
"group_2432","","hypothetical protein","1","1","1","7","2350","412","1","","887","887","887","","GEALKAJD_02324"
"ytlR","","Putative lipid kinase YtlR","1","1","1","7","2391","669","7","","965","965","965","","GEALKAJD_02330"
"group_2434","","hypothetical protein","1","1","1","7","2390","669","6","","1172","1172","1172","","GEALKAJD_02331"
"group_2435","","hypothetical protein","1","1","1","7","2345","669","5","","1145","1145","1145","","GEALKAJD_02332"
"lnrL","","Linearmycin resistance ATP-binding protein LnrL","1","1","1","7","2346","669","4","","932","932","932","","GEALKAJD_02333"
"group_2437","","hypothetical protein","1","1","1","7","2347","669","3","","1079","1079","1079","","GEALKAJD_02334"
"lnrK","","Transcriptional regulatory protein LnrK","1","1","1","7","2348","669","2","","629","629","629","","GEALKAJD_02335"
"group_2439","","hypothetical protein","1","1","1","7","2349","669","1","","227","227","227","","GEALKAJD_02336"
"rlmA","","23S rRNA (guanine(745)-N(1))-methyltransferase","1","1","1","7","2397","465","1","","866","866","866","","GEALKAJD_02340"
"cutC","","Copper homeostasis protein CutC","1","1","1","7","2398","465","2","","641","641","641","","GEALKAJD_02341"
"group_2442","","hypothetical protein","1","1","1","7","2406","50","1","","998","998","998","","GEALKAJD_02350"
"group_2443","","hypothetical protein","1","1","1","7","2412","66","1","","3128","3128","3128","","GEALKAJD_02355"
"yfiC","","tRNA1(Val) (adenine(37)-N6)-methyltransferase","1","1","1","7","2415","571","2","","734","734","734","","GEALKAJD_02358"
"group_2445","","hypothetical protein","1","1","1","7","2414","571","1","","284","284","284","","GEALKAJD_02359"
"group_2446","dtd","D-aminoacyl-tRNA deacylase","1","1","1","7","2426","232","1","","446","446","446","","GEALKAJD_02366"
"group_2447","rsmE","Ribosomal RNA small subunit methyltransferase E","1","1","1","7","2429","293","1","","764","764","764","","GEALKAJD_02368"
"group_2448","","hypothetical protein","1","1","1","7","2434","54","1","","284","284","284","","GEALKAJD_02373"
"group_2449","","hypothetical protein","1","1","1","7","2337","463","1","","128","128","128","","GEALKAJD_02375"
"ybiT_3","","putative ABC transporter ATP-binding protein YbiT","1","1","1","7","2338","463","2","","1583","1583","1583","","GEALKAJD_02376"
"group_2451","","hypothetical protein","1","1","1","7","2330","674","7","","359","359","359","","GEALKAJD_02379"
"group_2452","","hypothetical protein","1","1","1","7","2331","674","6","","425","425","425","","GEALKAJD_02380"
"group_2453","","hypothetical protein","1","1","1","7","2332","674","5","","302","302","302","","GEALKAJD_02381"
"group_2454","","hypothetical protein","1","1","1","7","2333","674","4","","494","494","494","","GEALKAJD_02382"
"group_2455","","hypothetical protein","1","1","1","7","2334","674","3","","278","278","278","","GEALKAJD_02383"
"group_2456","","hypothetical protein","1","1","1","7","2335","674","2","","1049","1049","1049","","GEALKAJD_02384"
"comGA","","ComG operon protein 1","1","1","1","7","2336","674","1","","929","929","929","","GEALKAJD_02385"
"group_2458","","hypothetical protein","1","1","1","7","2448","300","1","","1211","1211","1211","","GEALKAJD_02389"
"group_2459","ywpJ_2","Phosphatase YwpJ","1","1","1","7","2456","598","2","","836","836","836","","GEALKAJD_02397"
"group_2460","","hypothetical protein","1","1","1","7","2457","598","3","","356","356","356","","GEALKAJD_02401"
"pehX","","Exo-poly-alpha-D-galacturonosidase","1","1","1","7","2458","598","1","","953","953","953","","GEALKAJD_02402"
"xynB","","Beta-xylosidase","1","1","1","7","2462","567","1","","1568","1568","1568","","GEALKAJD_02404"
"group_2463","","hypothetical protein","1","1","1","7","2463","567","2","","410","410","410","","GEALKAJD_02405"
"group_2464","","hypothetical protein","1","1","1","7","2327","700","7","","1337","1337","1337","","GEALKAJD_02408"
"yteR","","Unsaturated rhamnogalacturonyl hydrolase YteR","1","1","1","7","2326","700","8","","1103","1103","1103","","GEALKAJD_02409"
"lipO","","Lipoprotein LipO","1","1","1","7","2325","700","9","","1508","1508","1508","","GEALKAJD_02410"
"group_2467","","hypothetical protein","1","1","1","7","2324","700","10","","692","692","692","","GEALKAJD_02411"
"yteP_1","","putative multiple-sugar transport system permease YteP","1","1","1","7","2323","700","11","","974","974","974","","GEALKAJD_02412"
"group_2469","araQ_5","L-arabinose transport system permease protein AraQ","1","1","1","7","2317","700","6","","872","872","872","","GEALKAJD_02413"
"yesS","","HTH-type transcriptional regulator YesS","1","1","1","7","2318","700","5","","2198","2198","2198","","GEALKAJD_02414"
"exuR_2","","putative HTH-type transcriptional repressor ExuR","1","1","1","7","2319","700","4","","992","992","992","","GEALKAJD_02415"
"uxaB","","Altronate oxidoreductase","1","1","1","7","2320","700","3","","1421","1421","1421","","GEALKAJD_02416"
"uxaA","","Altronate dehydratase","1","1","1","7","2321","700","2","","1499","1499","1499","","GEALKAJD_02417"
"uxaC","","Uronate isomerase","1","1","1","7","2322","700","1","","1394","1394","1394","","GEALKAJD_02418"
"mngB","","Mannosylglycerate hydrolase","1","1","1","7","2473","313","1","","2702","2702","2702","","GEALKAJD_02426"
"group_2476","araR_2","Arabinose metabolism transcriptional repressor","1","1","1","7","2316","649","4","","1046","1046","1046","","GEALKAJD_02428"
"group_2477","","hypothetical protein","1","1","1","7","2315","649","5","","2153","2153","2153","","GEALKAJD_02429"
"rhaR_4","","HTH-type transcriptional activator RhaR","1","1","1","7","2314","649","3","","1445","1445","1445","","GEALKAJD_02430"
"group_2479","","hypothetical protein","1","1","1","7","2482","649","2","","1724","1724","1724","","GEALKAJD_02431"
"group_2480","","hypothetical protein","1","1","1","7","2483","649","1","","614","614","614","","GEALKAJD_02432"
"group_2481","","hypothetical protein","1","1","1","7","2495","427","1","","518","518","518","","GEALKAJD_02441"
"licR_2","","putative licABCH operon regulator","1","1","1","7","2494","169","1","","1979","1979","1979","","GEALKAJD_02443"
"group_2483","","hypothetical protein","1","1","1","7","2502","655","3","","293","293","293","","GEALKAJD_02445"
"group_2484","","hypothetical protein","1","1","1","7","2503","655","4","","1070","1070","1070","","GEALKAJD_02446"
"group_2485","","hypothetical protein","1","1","1","7","2506","655","2","","224","224","224","","GEALKAJD_02449"
"group_2486","","hypothetical protein","1","1","1","7","2507","655","1","","761","761","761","","GEALKAJD_02450"
"group_2487","","hypothetical protein","1","1","1","7","2561","168","1","","1553","1553","1553","","GEALKAJD_02453"
"group_2488","tilS","tRNA(Ile)-lysidine synthase","1","1","1","7","2580","120","1","","1454","1454","1454","","GEALKAJD_02493"
"group_2489","","hypothetical protein","1","1","1","7","2591","206","1","","1574","1574","1574","","GEALKAJD_02505"
"thiN","","Thiamine pyrophosphokinase","1","1","1","7","2313","174","1","","638","638","638","","GEALKAJD_02508"
"group_2491","","hypothetical protein","1","1","1","7","2610","131","1","","1700","1700","1700","","GEALKAJD_02522"
"thiT","","Thiamine transporter ThiT","1","1","1","7","2612","191","1","","569","569","569","","GEALKAJD_02524"
"group_2493","","hypothetical protein","1","1","1","7","2310","128","1","","344","344","344","","GEALKAJD_02556"
"group_2494","","putative oxidoreductase","1","1","1","7","2656","601","1","","737","737","737","","GEALKAJD_02566"
"group_2495","","Putative acetyltransferase","1","1","1","7","2655","601","2","","569","569","569","","GEALKAJD_02567"
"hdfR_4","","HTH-type transcriptional regulator HdfR","1","1","1","7","2654","601","3","","872","872","872","","GEALKAJD_02568"
"group_2497","","hypothetical protein","1","1","1","7","2659","244","1","","98","98","98","","GEALKAJD_02571"
"group_2498","","hypothetical protein","1","1","1","7","2309","288","1","","482","482","482","","GEALKAJD_02574"
"group_2499","","hypothetical protein","1","1","1","7","2665","495","2","","848","848","848","","GEALKAJD_02576"
"group_25","","IS3 family transposase ISEnfa3","1","1","1","7","3631","680","3","","512","512","512","","GEALKAJD_01821"
"group_2500","xylB_2","Xylulose kinase","1","1","1","7","2666","495","1","","341","341","341","","GEALKAJD_02577"
"group_2501","","hypothetical protein","1","1","1","7","2685","326","1","","107","107","107","","GEALKAJD_02584"
"comC","","Type 4 prepilin-like proteins leader peptide-processing enzyme","1","1","1","7","2702","228","1","","686","686","686","","GEALKAJD_02595"
"yvdM_2","","Beta-phosphoglucomutase","1","1","1","7","2705","698","8","","677","677","677","","GEALKAJD_02597"
"glxK","","Glycerate kinase","1","1","1","7","2706","698","9","","1130","1130","1130","","GEALKAJD_02598"
"ycjT","","Kojibiose phosphorylase","1","1","1","7","2707","698","10","","2183","2183","2183","","GEALKAJD_02599"
"rifL","","Putative UDP-kanosamine synthase oxidoreductase subunit","1","1","1","7","2708","698","11","","1025","1025","1025","","GEALKAJD_02600"
"group_2507","","hypothetical protein","1","1","1","7","2709","698","7","","827","827","827","","GEALKAJD_02601"
"tdh","","L-threonine 3-dehydrogenase","1","1","1","7","2710","698","6","","1067","1067","1067","","GEALKAJD_02602"
"ycjP","","Inner membrane ABC transporter permease protein YcjP","1","1","1","7","2711","698","5","","836","836","836","","GEALKAJD_02603"
"ycjO","","Inner membrane ABC transporter permease protein YcjO","1","1","1","7","2712","698","4","","869","869","869","","GEALKAJD_02604"
"group_2511","","hypothetical protein","1","1","1","7","2713","698","3","","1283","1283","1283","","GEALKAJD_02605"
"ycjM","","Glucosylglycerate phosphorylase","1","1","1","7","2714","698","2","","1685","1685","1685","","GEALKAJD_02606"
"group_2513","purR_2","HTH-type transcriptional repressor PurR","1","1","1","7","2715","698","1","","1025","1025","1025","","GEALKAJD_02607"
"group_2514","","hypothetical protein","1","1","1","7","2723","568","2","","524","524","524","","GEALKAJD_02614"
"group_2515","","hypothetical protein","1","1","1","7","2724","568","1","","1811","1811","1811","","GEALKAJD_02615"
"group_2516","","hypothetical protein","1","1","1","7","3277","675","1","","194","194","194","","GEALKAJD_02659"
"group_2517","","hypothetical protein","1","1","1","7","3278","675","2","","335","335","335","","GEALKAJD_02660"
"group_2518","","hypothetical protein","1","1","1","7","3279","675","3","","1595","1595","1595","","GEALKAJD_02661"
"group_2519","","hypothetical protein","1","1","1","7","3280","675","4","","422","422","422","","GEALKAJD_02662"
"group_2520","","hypothetical protein","1","1","1","7","3281","675","7","","278","278","278","","GEALKAJD_02663"
"group_2521","","hypothetical protein","1","1","1","7","3282","675","6","","1118","1118","1118","","GEALKAJD_02664"
"group_2522","","hypothetical protein","1","1","1","7","3283","675","5","","230","230","230","","GEALKAJD_02665"
"group_2523","","hypothetical protein","1","1","1","7","1","365","1","","152","152","152","","GEALKAJD_02670"
"group_2524","","hypothetical protein","1","1","1","7","3207","561","2","","194","194","194","","GEALKAJD_02685"
"group_2525","","hypothetical protein","1","1","1","7","3206","561","1","","239","239","239","","GEALKAJD_02686"
"group_2526","","hypothetical protein","1","1","1","7","251","719","11","","212","212","212","","GEALKAJD_02696"
"group_2527","","hypothetical protein","1","1","1","7","249","719","13","","236","236","236","","GEALKAJD_02698"
"group_2528","","IS21 family transposase ISKol3","1","1","1","7","248","719","14","","743","743","743","","GEALKAJD_02699"
"group_2529","","hypothetical protein","1","1","1","7","247","719","15","","1424","1424","1424","","GEALKAJD_02700"
"group_2530","","hypothetical protein","1","1","1","7","246","719","16","","824","824","824","","GEALKAJD_02701"
"group_2531","","hypothetical protein","1","1","1","7","245","719","17","","416","416","416","","GEALKAJD_02702"
"manX_6","","PTS system mannose-specific EIIAB component","1","1","1","7","244","719","18","","470","470","470","","GEALKAJD_02703"
"group_2533","sorA_3","PTS system sorbose-specific EIIC component","1","1","1","7","243","719","19","","773","773","773","","GEALKAJD_02704"
"manZ_7","","PTS system mannose-specific EIID component","1","1","1","7","242","719","20","","812","812","812","","GEALKAJD_02705"
"frlB_2","","Fructosamine deglycase FrlB","1","1","1","7","241","719","21","","965","965","965","","GEALKAJD_02706"
"norR_2","","Anaerobic nitric oxide reductase transcription regulator NorR","1","1","1","7","240","719","22","","2723","2723","2723","","GEALKAJD_02707"
"hxpB","","Hexitol phosphatase B","1","1","1","7","239","719","23","","632","632","632","","GEALKAJD_02708"
"group_2538","","hypothetical protein","1","1","1","7","235","719","27","","827","827","827","","GEALKAJD_02712"
"group_2539","","ISL3 family transposase ISEfa11","1","1","1","7","233","719","29","","1205","1205","1205","","GEALKAJD_02714"
"group_2540","","hypothetical protein","1","1","1","7","231","719","31","","1202","1202","1202","","GEALKAJD_02716"
"frlB_3","","Fructosamine deglycase FrlB","1","1","1","7","230","719","10","","968","968","968","","GEALKAJD_02717"
"frlD_1","","Fructosamine kinase FrlD","1","1","1","7","229","719","9","","815","815","815","","GEALKAJD_02718"
"yurK_1","","putative HTH-type transcriptional regulator YurK","1","1","1","7","228","719","8","","710","710","710","","GEALKAJD_02719"
"group_2544","","hypothetical protein","1","1","1","7","227","719","7","","1241","1241","1241","","GEALKAJD_02720"
"group_2545","","IS256 family transposase IS16","1","1","1","7","226","719","6","","608","608","608","","GEALKAJD_02721"
"group_2546","","IS256 family transposase IS16","1","1","1","7","225","719","5","","635","635","635","","GEALKAJD_02722"
"group_2547","","hypothetical protein","1","1","1","7","224","719","4","","1400","1400","1400","","GEALKAJD_02723"
"group_2548","","hypothetical protein","1","1","1","7","223","719","3","","167","167","167","","GEALKAJD_02724"
"fadR","","Fatty acid metabolism regulator protein","1","1","1","7","214","723","3","","698","698","698","","GEALKAJD_02733"
"yurK_2","","putative HTH-type transcriptional regulator YurK","1","1","1","7","213","723","4","","734","734","734","","GEALKAJD_02734"
"frlB_4","","Fructosamine deglycase FrlB","1","1","1","7","212","723","5","","1013","1013","1013","","GEALKAJD_02735"
"manX_7","","PTS system mannose-specific EIIAB component","1","1","1","7","211","723","6","","410","410","410","","GEALKAJD_02736"
"group_2553","","putative phosphotransferase enzyme IIB component","1","1","1","7","210","723","7","","467","467","467","","GEALKAJD_02737"
"sorA_4","","PTS system sorbose-specific EIIC component","1","1","1","7","209","723","8","","746","746","746","","GEALKAJD_02738"
"manZ_8","","PTS system mannose-specific EIID component","1","1","1","7","208","723","9","","809","809","809","","GEALKAJD_02739"
"bglF_6","","PTS system beta-glucoside-specific EIIBCA component","1","1","1","7","206","723","11","","1844","1844","1844","","GEALKAJD_02741"
"bglH_6","","Aryl-phospho-beta-D-glucosidase BglH","1","1","1","7","205","723","12","","1466","1466","1466","","GEALKAJD_02742"
"licT_4","","Transcription antiterminator LicT","1","1","1","7","204","723","13","","842","842","842","","GEALKAJD_02743"
"group_2559","","hypothetical protein","1","1","1","7","202","723","15","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","104","104","104","","GEALKAJD_02745"
"bglF_7","","PTS system beta-glucoside-specific EIIBCA component","1","1","1","7","201","723","16","","593","593","593","","GEALKAJD_02746"
"treP_2","","PTS system trehalose-specific EIIBC component","1","1","1","7","200","723","17","","752","752","752","","GEALKAJD_02747"
"group_2562","","IS30 family transposase IS1062","1","1","1","7","199","723","18","","671","671","671","","GEALKAJD_02748"
"group_2563","","IS30 family transposase IS6770","1","1","1","7","198","723","48","","959","959","959","","GEALKAJD_02749"
"group_2564","","hypothetical protein","1","1","1","7","197","723","47","","878","878","878","","GEALKAJD_02750"
"group_2565","","hypothetical protein","1","1","1","7","196","723","46","","296","296","296","","GEALKAJD_02751"
"group_2566","","hypothetical protein","1","1","1","7","193","723","43","","518","518","518","","GEALKAJD_02754"
"group_2567","","IS256 family transposase ISEfa13","1","1","1","7","192","723","42","","1169","1169","1169","","GEALKAJD_02755"
"group_2568","","hypothetical protein","1","1","1","7","191","723","41","","845","845","845","","GEALKAJD_02756"
"panB","","3-methyl-2-oxobutanoate hydroxymethyltransferase","1","1","1","7","190","723","40","","827","827","827","","GEALKAJD_02757"
"panC","","Pantothenate synthetase","1","1","1","7","189","723","39","","848","848","848","","GEALKAJD_02758"
"panD","","Aspartate 1-decarboxylase","1","1","1","7","188","723","38","","395","395","395","","GEALKAJD_02759"
"group_2572","","hypothetical protein","1","1","1","7","185","723","35","","1967","1967","1967","","GEALKAJD_02762"
